Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Frankiaceae	514	238	728	428	214	543	558	645	455	455	1368	448	759	391	302	438	1542	522	406	464	502	928	547
Geodermatophilaceae	114	100	458	233	149	491	334	423	151	325	338	680	418	164	108	166	249	213	230	244	99	270	348
Glycomycetaceae	64	37	225	63	121	283	76	261	203	67	109	85	93	148	65	21	31	100	45	149	88	60	111
Jiangellaceae	76	53	387	91	173	324	168	108	102	38	613	269	178	182	43	80	376	105	94	211	100	191	159
Kineosporiaceae	46	17	117	20	74	18	32	13	13	22	59	45	38	59	13	2	11	17	32	118	17	20	24
Beutenbergiaceae	80	71	184	119	26	33	165	67	96	51	207	264	97	92	58	80	11	50	56	104	92	112	76
Brevibacteriaceae	187	151	383	400	251	259	342	340	160	382	405	530	246	223	184	198	59	273	352	177	219	252	410
Cellulomonadaceae	160	160	386	242	149	233	327	121	125	147	255	167	159	214	122	100	74	122	251	197	549	242	197
Dermabacteraceae	933	240	1238	533	328	1056	381	663	605	455	1015	445	776	906	514	913	635	868	662	713	1091	677	609
Dermacoccaceae	242	55	164	154	95	276	198	75	76	95	128	136	141	161	60	63	73	67	82	78	245	108	90
Dermatophilaceae	166	13	73	183	53	97	72	51	62	65	42	481	76	41	29	16	20	45	79	57	43	70	41
Intrasporangiaceae	178	100	501	367	126	137	275	148	132	105	368	241	206	307	105	198	256	239	271	204	229	247	231
Jonesiaceae	25	2	2	18	30	36	3	9	15	22	6	3	34	27	8	5	5	18	18	3	6	13	3
Microbacteriaceae	2386	1140	4005	1840	1555	3077	3177	2589	1844	1689	3392	3134	2280	2467	1633	1566	1917	1766	2455	2625	1908	2433	2556
Micrococcaceae	2925	900	3996	2246	1470	3677	2141	2281	1719	1712	3406	2638	2306	3941	1726	2673	2025	2433	1746	2674	2555	2832	2853
Promicromonosporaceae	163	74	554	381	128	584	201	333	176	222	335	376	326	201	92	85	186	241	232	311	422	212	379
Sanguibacteraceae	15	1	110	12	37	16	5	3	20	31	14	18	60	21	20	43	8	18	23	62	41	37	16
Micromonosporaceae	810	710	1907	1651	752	1886	1695	1234	758	820	2619	1767	1858	1216	592	913	1788	656	1251	1590	747	1615	1609
Nakamurellaceae	24	11	122	220	61	86	97	120	87	111	77	124	67	182	28	27	39	50	290	41	38	97	78
Nocardioidaceae	774	461	1760	762	533	1398	1182	922	514	657	2062	1142	1188	879	644	520	1521	640	1350	1399	613	1125	1040
Propionibacteriaceae	1215	766	3284	2161	1236	2101	2402	2066	1336	1857	2248	2483	1852	2320	1469	1225	1713	1274	1453	1603	1225	1950	2387
Pseudonocardiaceae	1781	860	3306	1729	1141	2626	2189	2301	1324	1570	2603	2209	2036	1722	1751	1647	1449	1732	1624	2056	1538	1726	2206
Streptomycetaceae	7463	2691	10644	5629	3444	8507	7808	6789	4730	5109	9177	8218	6291	7725	4579	5598	7820	6413	6706	7292	5252	6420	6699
Nocardiopsaceae	438	122	562	409	172	364	584	328	208	523	448	692	242	445	207	532	335	145	481	281	188	212	597
Streptosporangiaceae	444	133	483	285	138	476	164	171	151	302	542	268	198	473	156	106	130	333	464	315	500	236	238
Thermomonosporaceae	108	119	542	81	79	480	197	345	80	22	224	258	126	165	69	131	66	254	74	307	126	271	248
Atopobiaceae	9453	3068	19898	5352	4110	8863	7505	6872	6923	5458	13795	11921	11767	8343	105322	5827	7561	6956	11669	7023	4137	11169	12009
Coriobacteriaceae	96362	16057	124277	9235	33679	10005	22848	5738	12546	33366	4475	155011	77071	54717	13541	81558	36658	19760	34040	7014	3737	137222	208366
Eggerthellaceae	9568	5035	17835	6423	12004	13711	10148	10793	8923	7677	12973	13558	10128	12376	6883	7954	12263	12347	10499	10343	13289	11254	12371
Euzebyaceae	43	39	262	63	194	192	114	142	66	28	328	150	192	144	55	145	322	81	352	192	56	170	97
Rubrobacteraceae	790	165	322	427	127	271	316	212	138	339	553	501	272	284	205	165	454	166	219	324	179	323	354
Conexibacteraceae	102	55	250	92	80	267	177	154	79	40	500	164	187	113	74	90	368	71	95	252	50	196	165
Aquificaceae	29	15	99	20	27	34	12	16	22	51	78	19	49	29	5	13	8	16	94	59	115	41	19
Hydrogenothermaceae	8	3	6	15	98	20	76	57	23	52	13	13	120	13	5	4	53	52	17	7	3	43	4
Desulfurobacteriaceae	558	18	56	49	86	91	149	184	232	41	17	112	42	610	222	300	103	335	45	46	269	34	50
Chthonomonadaceae	70	7	157	104	112	132	45	81	146	60	147	162	79	106	125	85	59	43	285	82	19	41	85
Fimbriimonadaceae	27	19	143	18	28	38	75	69	55	20	173	131	34	86	10	21	46	18	19	28	27	66	93
Bacteroidaceae	60572	1972800	116860	128536	439186	140399	567896	206028	54252	74695	1725458	277007	70588	128790	1229375	1838175	152452	47189	171141	1668563	2379002	57648	78136
Barnesiellaceae	2378	5144	3774	7720	3315	4687	6163	10194	3082	4448	5884	10022	6047	4235	10200	7672	4103	3502	10628	5710	6454	3869	3565
Dysgonamonadaceae	223	217	517	1047	383	434	799	797	152	401	323	933	480	480	1028	484	145	174	911	163	338	708	412
Muribaculaceae	7040	2182	6838	16529	2696	2053	7128	2314	3545	5474	2018	7530	4741	10184	27268	12795	1979	5556	13797	3483	7129	8154	8993
Odoribacteraceae	3718	3395	3572	14636	7705	8823	6495	10310	5179	15667	17526	27122	7274	8964	20718	12760	5387	3843	7498	7024	9395	3380	14077
Paludibacteraceae	1004	426	665	943	769	682	1656	773	375	671	576	763	2347	1383	1212	650	602	568	911	796	386	942	733
Porphyromonadaceae	5789	1841	3111	22162	1985	3504	5277	8194	3564	11482	2735	14440	8401	9844	9310	9160	1790	3296	6118	35505	11667	4488	9028
Prevotellaceae	52043	9564	19963	296911	17555	25749	70344	83116	14585	175601	7711	288123	77593	117600	46654	55621	8867	17163	62543	16365	27938	69100	112858
Rikenellaceae	74449	993843	83493	53677	386214	479668	264220	234828	153347	36476	259326	437637	9166	504534	1188892	928808	93660	374405	787981	412829	681865	141948	50492
Tannerellaceae	144446	29678	46498	12696	957631	57401	323078	133946	8574	15044	3343383	302573	16033	27593	587004	371178	355045	278505	319762	889988	56917	8068	26059
Marinifilaceae	70	143	41	191	40	99	83	177	43	161	35	255	130	99	124	129	77	45	95	83	123	78	99
Marinilabiliaceae	141	80	94	145	247	120	337	145	157	180	167	579	231	183	598	160	109	225	660	205	99	219	131
Prolixibacteraceae	99	36	74	59	94	87	283	82	88	81	93	174	202	69	203	111	82	41	105	164	52	164	61
Salinivirgaceae	43	63	75	162	69	45	34	18	34	151	76	60	110	89	161	165	60	44	138	69	401	61	47
Chitinophagaceae	988	346	770	1094	726	875	922	1026	1485	1310	567	1999	1688	1297	2557	900	653	947	2021	857	766	1062	1141
Amoebophilaceae	772	145	254	126	376	153	488	429	925	259	58	471	322	609	434	819	231	544	357	229	716	381	245
Bernardetiaceae	36	14	16	12	70	1	26	35	35	13	8	87	29	676	84	9	26	98	76	41	10	16	17
Cyclobacteriaceae	1663	363	967	1169	801	606	1270	1089	1339	1011	378	2871	1179	2186	2582	2200	584	1388	1683	824	885	890	1167
Cytophagaceae	3873	674	1953	3798	1119	1153	2269	2087	2298	2662	1097	3985	2739	4115	3609	5797	1463	2399	1922	1462	3463	2323	2462
Flammeovirgaceae	78	133	81	445	254	157	298	270	350	176	101	247	283	129	219	134	162	131	277	239	231	221	75
Hymenobacteraceae	4096	1461	3598	9456	2373	3341	5989	4298	4017	5225	2545	7870	4224	5677	6400	4269	1951	3851	10335	2961	3579	4757	4815
Persicobacteraceae	62	24	27	91	112	120	63	64	43	107	42	23	254	51	87	63	46	66	108	66	69	134	50
Blattabacteriaceae	34	22	50	26	79	60	66	58	36	57	19	65	200	21	22	16	28	28	29	42	39	46	77
Crocinitomicaceae	94	45	46	245	43	97	157	161	89	79	24	86	100	36	189	61	48	61	69	43	70	95	54
Cryomorphaceae	15	8	17	123	26	12	25	22	234	34	24	37	38	68	47	20	9	16	27	5	40	91	11
Flavobacteriaceae	29107	23299	19752	35724	22284	14619	26638	25196	24268	29748	32227	57162	27059	34210	54826	43979	12154	18708	41247	25123	36003	25139	32081
Ichthyobacteriaceae	36	11	44	385	25	23	89	112	12	352	12	531	130	202	54	52	13	37	29	43	8	100	240
Haliscomenobacteraceae	119	18	55	258	64	69	102	124	79	273	71	195	162	78	254	71	69	68	114	86	83	91	140
Saprospiraceae	74	19	44	392	18	23	15	12	197	38	28	59	60	59	62	147	22	26	54	26	19	39	17
Sphingobacteriaceae	2497	734	1345	2428	1578	1022	2558	1920	2166	1599	1070	3213	2894	3007	2750	2821	986	1841	2144	1543	1933	1983	1622
Rhodothermaceae	1083	353	1033	1073	526	750	1338	853	716	504	1554	1095	856	735	928	638	889	536	1067	740	490	932	666
Caldisericaceae	52	1	5	115	6	1	0	4	33	9	1	3	25	35	0	1	1	8	4	1	0	0	1
Calditrichaceae	65	83	100	85	72	97	122	130	42	215	61	121	116	110	95	77	32	168	158	124	79	193	146
Chlamydiaceae	54	31	128	106	65	61	209	87	58	81	47	127	207	154	63	59	70	60	138	62	73	127	140
Parachlamydiaceae	36	7	63	22	75	22	30	58	44	49	24	129	75	36	233	72	13	19	31	26	33	33	71
Simkaniaceae	49	4	85	74	4	40	11	5	30	16	0	8	11	32	20	1	4	7	45	11	0	18	21
Waddliaceae	15	3	2	34	6	11	12	3	24	18	4	6	16	47	82	18	7	5	17	3	14	7	8
Chlorobiaceae	1994	719	2139	2058	911	1388	1793	2044	1705	1398	1178	2355	1623	2483	2604	1965	1466	2269	2111	1852	1580	1922	1814
Anaerolineaceae	329	101	901	160	230	656	405	439	533	279	804	500	601	531	259	251	231	317	421	505	322	481	390
Ardenticatenaceae	231	60	329	122	89	427	238	172	153	123	207	451	104	159	71	171	79	78	684	206	91	270	216
Caldilineaceae	53	58	198	68	112	103	107	81	114	69	215	211	168	50	43	67	123	88	67	118	42	215	131
Chloroflexaceae	68	35	77	110	48	97	91	51	40	75	52	128	56	91	50	31	64	58	56	51	39	66	63
Roseiflexaceae	484	236	767	167	327	261	511	282	539	279	320	367	337	567	326	118	536	710	469	854	88	246	266
Dehalococcoidaceae	577	124	1462	179	778	1320	444	631	477	465	284	775	442	1481	281	463	233	563	530	358	949	444	566
Sphaerobacteraceae	86	80	460	103	68	118	183	87	130	68	392	215	124	169	88	103	128	112	431	178	67	130	220
Thermomicrobiaceae	56	16	242	51	54	185	71	246	148	88	65	90	87	102	88	41	84	192	57	161	68	29	81
Chrysiogenaceae	200	28	132	83	70	149	108	90	95	106	257	106	145	120	158	100	24	114	172	181	50	121	60
Coprothermobacteraceae	12	2	58	32	3	24	28	13	7	16	0	1	13	4	62	4	4	16	7	2	4	18	1
Gloeobacteraceae	104	139	274	195	107	356	320	145	168	41	428	198	139	180	175	216	243	155	180	223	162	286	204
Aphanothecaceae	15	6	3	19	8	2	32	5	3	6	4	41	5	35	14	33	8	4	21	4	18	8	11
Chroococcaceae	358	38	111	565	37	136	105	279	66	478	70	61	194	25	90	32	46	36	78	72	82	136	397
Cyanobacteriaceae	46	15	23	12	4	6	8	24	14	30	8	13	34	11	3	8	5	21	31	9	17	6	12
Microcystaceae	452	9	29	10	41	41	18	33	54	44	27	81	80	28	69	34	23	67	106	49	31	49	35
Chroococcidiopsidaceae	31	14	24	21	12	6	24	35	6	18	20	11	58	26	17	10	2	15	16	26	10	81	50
Gloeomargaritaceae	37	6	65	34	7	31	9	13	24	39	16	15	10	42	1	10	58	5	45	3	2	31	37
Aphanizomenonaceae	77	10	104	55	256	103	113	97	79	84	111	84	528	30	36	34	84	62	40	24	17	47	70
Fortieaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapalosiphonaceae	19	5	136	12	63	16	15	13	20	110	56	8	127	1	10	13	151	44	43	22	12	90	20
Nostocaceae	1301	258	698	2629	573	995	741	886	587	1927	250	926	1749	927	983	147	931	1049	741	1211	194	699	1051
Rivulariaceae	207	208	127	839	130	294	92	351	172	200	59	150	436	89	116	89	399	454	238	263	351	322	203
Scytonemataceae	43	41	52	26	44	27	44	69	28	274	19	32	83	102	81	17	21	23	19	35	22	98	214
Tolypothrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coleofasciculaceae	86	43	125	122	92	256	97	263	138	139	103	54	70	128	59	51	52	186	53	156	86	99	144
Cyanothecaceae	77	34	93	68	78	123	48	87	51	108	30	83	161	70	58	13	32	70	101	52	34	175	45
Gomontiellaceae	167	22	18	1548	13	91	240	669	23	1280	9	2	335	18	97	12	15	15	122	55	83	265	904
Microcoleaceae	2166	39	114	291	77	482	186	166	140	343	273	140	382	110	160	47	86	85	126	167	54	224	229
Oscillatoriaceae	411	62	165	815	106	163	131	233	96	232	186	54	404	438	269	622	94	220	84	106	457	143	223
Dermocarpellaceae	31	7	105	11	175	38	68	125	58	33	22	260	46	121	81	11	32	162	207	45	6	10	41
Hyellaceae	31	0	45	6	14	85	7	4	2	32	5	5	18	82	96	12	2	11	6	8	1	8	13
Acaryochloridaceae	66	21	81	7	431	100	27	54	67	43	17	22	19	53	65	6	55	61	30	48	16	72	114
Chamaesiphonaceae	41	30	59	73	76	79	41	17	44	148	12	172	53	26	490	6	27	130	124	59	17	157	123
Leptolyngbyaceae	139	83	262	844	121	419	216	694	299	424	142	248	187	244	249	179	67	359	124	201	240	231	368
Merismopediaceae	45	13	100	120	30	147	50	28	28	105	17	73	153	67	35	33	24	25	41	15	19	77	68
Prochloraceae	635	9	93	16	88	80	23	71	51	35	37	56	90	52	7	24	17	12	36	25	22	115	14
Prochlorotrichaceae	77	6	262	70	17	69	91	84	27	74	38	21	28	140	13	7	53	23	54	178	19	44	107
Pseudanabaenaceae	28	1	128	3	14	31	14	45	33	94	62	76	146	47	34	6	25	53	130	18	2	43	52
Synechococcaceae	1635	489	3097	1305	867	2209	1616	1920	1274	1449	2177	1868	2303	1625	960	922	2018	1522	1792	1324	985	1995	1611
Deferribacteraceae	143	36	155	113	602	207	127	115	124	171	87	204	220	115	79	48	150	79	292	81	99	185	203
Deinococcaceae	2756	1002	5926	1941	2374	4440	3026	4443	2770	2341	2944	2842	2517	3426	1595	1207	3276	3420	2788	2895	1419	2395	2513
Trueperaceae	293	111	783	93	181	486	385	659	372	328	142	559	298	430	203	110	375	608	266	588	153	93	293
Thermaceae	1311	492	2042	1439	629	1673	1318	1300	828	1091	2550	1426	1355	1446	828	972	2703	1204	1030	1671	610	1679	1417
Dictyoglomaceae	90	22	74	22	385	149	23	27	80	76	31	32	33	37	17	16	49	45	40	77	18	67	163
Elusimicrobiaceae	38	686	343	2958	23	592	11	4	64	2090	73	5	63	60	260	327	115	31	43	156	10	2087	25
Endomicrobiaceae	29	15	65	60	38	51	44	21	31	29	41	41	48	117	22	44	13	31	64	119	64	143	120
Fibrobacteraceae	168	63	181	662	105	193	654	3642	624	1122	264	919	1368	1133	118	73	197	348	380	130	84	403	256
Alicyclobacillaceae	1030	339	1526	887	458	902	1049	777	479	1034	1736	1641	1356	1153	353	497	766	362	1052	887	359	1169	1038
Bacillaceae	5015	2128	8857	4058	6398	5907	5184	6385	3851	4625	5708	5688	5721	6735	4983	3618	3902	5388	6282	6619	3762	5757	5935
Listeriaceae	217	190	288	114	120	284	149	129	156	176	281	182	186	199	125	100	190	163	332	236	154	206	162
Paenibacillaceae	10302	3737	14911	5446	8459	10792	9656	10888	7539	6732	9959	9640	8030	11207	6613	7315	7799	9445	8061	11300	7175	8208	9475
Planococcaceae	561	224	853	595	715	819	745	768	415	556	662	837	1072	427	450	210	398	471	686	552	460	715	658
Sporolactobacillaceae	85	11	23	92	17	43	17	35	103	44	16	59	50	57	27	33	19	33	31	23	19	64	47
Staphylococcaceae	1323	412	2196	528	1984	1496	1337	1624	1155	937	1430	1329	1500	1493	698	515	1417	1658	1405	1372	485	1263	1016
Thermoactinomycetaceae	94	71	125	80	176	130	165	114	142	77	84	137	133	278	237	85	83	181	139	107	88	164	196
Aerococcaceae	412	72	735	133	1473	642	237	506	464	266	411	170	235	386	208	118	275	438	249	199	186	294	506
Carnobacteriaceae	198	66	327	105	114	297	113	139	160	160	299	71	181	131	61	68	125	90	219	117	138	157	172
Enterococcaceae	20904	1163	21113	2187	8415	6646	4475	7117	3801	3579	5720	17732	5499	6026	2167	41315	4324	3863	6335	2154	5786	3141	4150
Lactobacillaceae	28500	19012	314476	57097	40662	64258	101797	136486	75889	26553	223825	18632	10753	186010	21989	264019	18627	114175	358195	38721	47462	146185	132512
Leuconostocaceae	422	129	2060	283	608	997	2050	5326	549	225	1259	489	303	2627	219	184	185	482	423	221	316	274	450
Streptococcaceae	8014	4855	75416	9219	23956	16826	13664	11542	11027	13030	22213	14016	13728	18875	4028	5835	7971	8460	13795	10657	15873	17576	23230
Christensenellaceae	5277	2157	8202	2492	10263	9000	5792	6357	5032	4869	7027	4828	3205	6827	3199	4091	5002	5116	6608	6374	8442	4026	6628
Clostridiaceae	21389	7652	43361	7152	62511	26578	57945	20238	20250	14667	30351	20854	24289	23053	7546	10033	14932	18048	22074	20398	25908	19258	26768
Clostridiales Family XIII. Incertae Sedis	2471	723	3002	1038	2675	2222	2006	1742	1477	1613	2096	3476	1351	2580	1509	3094	1157	1396	3043	760	2979	2714	2207
Clostridiales Family XVI. Incertae Sedis	111	29	403	53	71	89	182	110	202	150	332	159	77	204	34	34	68	20	98	512	51	189	197
Clostridiales Family XVII. Incertae Sedis	833	210	1161	527	257	1178	763	1174	651	692	1859	636	829	719	330	444	2415	868	454	792	457	1082	826
Eubacteriaceae	24019	15102	69366	6923	356294	70662	29234	64423	27246	22104	32226	32266	50237	44942	9133	12505	13570	54711	72817	13706	22532	21936	37186
Heliobacteriaceae	541	232	1289	732	365	992	647	1197	645	841	709	1004	536	641	297	198	207	866	537	662	361	491	847
Hungateiclostridiaceae	4248	860	5214	960	6497	3739	2752	3114	2361	1624	2311	3106	2704	2764	1224	556	2389	2722	2753	3390	1154	1743	2468
Lachnospiraceae	98696	370311	198185	388789	221427	297670	464000	571786	207981	341192	416251	307676	110603	496209	523924	2042900	133158	394694	962817	268940	477761	212737	382835
Oscillospiraceae	103861	31363	99719	77995	43658	72126	184547	120266	62941	158120	140962	75448	93204	96299	30566	28628	163175	75505	55229	85010	34966	82469	118128
Peptococcaceae	5511	1814	9477	2119	7609	5667	5012	6171	4839	3725	7089	4755	4153	5888	2778	1956	5142	5661	4880	5751	2299	3658	4042
Peptostreptococcaceae	41700	27696	88051	28454	75509	53775	48643	48680	36512	34737	54923	49929	42432	55236	22427	49578	33509	39322	67505	43616	49628	38458	50884
Ruminococcaceae	128897	41849	260965	81573	186185	212510	148832	164602	113659	154689	165249	105044	131800	159793	46012	64764	181674	149854	145880	107677	66976	132392	148377
Symbiobacteriaceae	544	245	1723	370	376	1055	741	645	351	403	1288	657	731	832	170	436	1374	504	421	894	183	875	554
Syntrophomonadaceae	865	168	1218	323	436	489	577	599	432	301	198	683	319	688	344	119	703	835	508	769	73	201	215
Halanaerobiaceae	97	75	113	61	84	217	99	126	113	95	129	73	55	208	168	103	44	100	228	92	157	108	166
Halobacteroidaceae	43	14	81	12	22	27	66	31	87	50	90	55	41	21	20	38	45	26	32	26	9	80	137
Natranaerobiaceae	24	8	36	3	127	32	9	11	24	25	53	25	22	14	3	6	13	15	16	25	5	28	46
Thermoanaerobacteraceae	1200	405	2534	637	1356	1139	1135	1229	842	788	1357	1562	948	1430	483	460	1258	887	1398	1515	503	1050	1286
Thermoanaerobacterales Family III. Incertae Sedis	1723	540	3051	442	1636	1822	1638	2144	1263	1020	1146	1571	1170	1461	968	303	2467	2323	1551	2039	617	1023	787
Thermoanaerobacterales Family IV. Incertae Sedis	310	165	675	90	580	796	322	300	143	120	482	430	357	929	100	132	167	62	190	791	61	176	374
Thermodesulfobiaceae	47	4	22	10	15	44	15	14	26	31	8	24	98	32	24	15	20	44	17	37	30	75	48
Erysipelotrichaceae	19732	3660	29507	5119	73902	22008	12460	10982	14820	11861	9788	11594	9001	20520	5697	9258	11365	11637	14521	10423	19700	14895	24267
Limnochordaceae	254	166	575	238	208	464	592	518	309	433	561	346	527	408	725	256	279	338	387	388	163	383	555
Acidaminococcaceae	26618	2063	3318	4194	16072	2842	3008	4107	1759	3183	2580	4239	3810	11627	53465	14167	2836	2603	7478	2002	1462	8099	12581
Selenomonadaceae	3291	1743	6011	3415	2313	3538	3870	3542	2083	3212	3803	5276	3839	5062	2096	1847	2417	2628	3468	3949	1086	4181	3817
Sporomusaceae	514	282	371	160	241	199	385	549	166	429	285	193	688	436	288	254	71	202	350	262	139	1096	519
Veillonellaceae	93615	2653	8607	14883	17812	4872	10761	4747	33239	12062	8281	124340	8027	97692	32911	16954	12603	5104	14809	3385	4262	10437	20320
Gottschalkiaceae	304	41	118	15	170	147	86	118	129	50	81	161	159	135	97	71	183	46	159	46	160	150	71
Peptoniphilaceae	1286	266	996	521	811	724	684	535	1256	452	700	725	633	1007	325	507	388	380	775	430	1027	734	746
Tissierellaceae	25	69	43	9	126	22	14	46	30	25	37	43	45	242	9	8	19	10	19	51	32	27	15
Fusobacteriaceae	611	1203	2758	4191	1845	572	324	356	1544	463	255	562	527	663	8645	88447	1970	1842	9917	751	9449	389	754
Leptotrichiaceae	208	54	322	189	679	222	122	419	399	443	191	129	313	204	63	157	144	169	185	141	213	210	225
Gemmatimonadaceae	460	196	836	441	297	807	677	577	292	331	1081	463	441	430	284	397	906	395	246	495	349	529	404
Ignavibacteriaceae	25	47	16	11	14	16	9	9	55	58	3	56	50	24	5	8	8	56	39	28	6	30	14
Melioribacteraceae	115	47	130	101	490	154	38	146	79	123	27	26	70	46	44	22	80	28	64	53	30	139	133
Kiritimatiellaceae	281	143	187	530	136	203	290	234	284	476	193	192	254	299	145	60	298	433	350	384	75	182	318
Nitrospiraceae	584	226	669	242	245	619	420	717	674	218	707	323	494	742	485	804	622	507	322	342	622	645	355
Phycisphaeraceae	59	19	123	125	63	90	136	120	83	151	114	190	151	88	45	30	31	61	52	115	33	183	124
Candidatus Brocadiaceae	103	33	185	36	66	368	81	75	22	101	315	86	166	57	14	58	450	78	73	177	21	177	118
Gemmataceae	96	66	292	197	140	125	177	148	149	193	228	164	330	172	572	82	64	144	205	212	76	258	297
Isosphaeraceae	267	69	376	316	119	238	214	130	169	153	286	378	223	258	73	222	250	204	168	217	106	409	284
Planctomycetaceae	1520	266	991	915	1162	1037	1520	1663	980	930	822	727	910	1422	1218	511	1092	1367	618	1267	311	1337	1420
Acidithiobacillaceae	161	92	598	164	172	516	231	372	159	109	204	482	293	230	96	126	46	247	238	184	121	108	295
Caulobacteraceae	964	477	1843	984	598	1451	1494	1495	773	1044	1689	1375	1233	1048	672	741	1719	836	1760	941	617	1416	1150
Caedimonadaceae	2	3	5	19	2	1	0	11	14	9	0	0	12	3	3	14	1	2	6	11	14	10	2
Candidatus Paracaedibacteraceae	33	19	101	11	9	37	21	34	10	43	8	39	46	39	15	34	13	13	32	15	17	39	39
Holosporaceae	9	2	24	2	13	40	17	0	9	10	6	22	12	13	0	6	31	3	5	42	3	5	19
Magnetococcaceae	158	75	53	137	34	172	68	109	68	53	41	264	170	84	277	195	32	115	147	74	120	64	94
Parvularculaceae	44	8	37	24	29	24	27	26	44	28	91	7	79	30	1	23	97	25	10	39	19	86	18
Pelagibacteraceae	67	13	39	62	51	33	23	44	74	21	39	195	64	29	81	49	23	123	161	40	63	30	47
Aurantimonadaceae	201	54	407	225	119	444	154	213	186	259	429	378	565	211	67	151	506	112	385	385	86	621	240
Bartonellaceae	110	57	254	138	147	276	109	337	152	255	211	201	341	107	148	112	82	162	290	108	77	318	90
Beijerinckiaceae	62	18	324	61	57	63	95	60	63	52	333	72	259	60	54	80	485	51	83	66	57	251	79
Bradyrhizobiaceae	3047	828	4266	2462	2030	3492	2621	3173	2125	2372	3634	2834	3454	3450	1834	3198	2706	2110	2693	2723	2658	2599	2900
Brucellaceae	618	72	562	569	127	455	111	136	243	282	385	190	334	347	579	230	100	135	455	262	205	439	384
Chelatococcaceae	88	135	171	150	85	259	205	342	169	72	384	129	175	75	167	154	427	210	113	127	205	306	220
Cohaesibacteraceae	126	81	165	194	212	90	246	203	163	98	273	91	265	200	90	156	121	55	79	143	78	200	137
Hyphomicrobiaceae	1169	507	2456	1876	724	1094	1608	1602	1065	1140	1176	2082	915	1722	912	481	1664	1732	1320	1793	355	1308	1068
Methylobacteriaceae	1502	533	1784	2292	530	1042	1620	1061	1058	1393	1598	1618	1646	2305	966	1818	1505	1221	1409	1412	1904	1521	1531
Methylocystaceae	101	46	361	212	147	154	169	231	93	173	408	248	119	212	66	75	129	73	148	128	70	110	392
Phyllobacteriaceae	1541	473	1661	1192	598	1287	1066	995	982	833	1556	1192	1248	1496	1383	1275	515	1016	1050	1209	1123	1196	1425
Rhizobiaceae	2582	1281	5420	3411	2671	4599	2894	3516	2890	2593	5259	3817	3446	3640	2021	1728	2501	2386	3594	2998	1612	3415	3634
Rhodobiaceae	581	304	1420	237	470	567	1032	958	600	469	284	874	405	809	544	214	1034	1216	937	1102	78	279	326
Xanthobacteraceae	287	169	602	415	222	745	473	697	450	448	432	496	658	317	262	217	245	506	432	424	263	363	519
Hyphomonadaceae	197	53	406	595	142	289	287	291	165	571	131	752	280	498	225	142	84	113	196	164	68	401	362
Rhodobacteraceae	6790	2273	8094	4084	3319	6716	5494	4793	3644	3454	6109	4750	4767	6041	4838	5230	4145	4567	5282	4969	4062	5201	5441
Acetobacteraceae	1203	577	3050	2415	1655	2251	1717	1817	1219	1755	2695	2143	1905	1627	1364	851	1100	1238	1244	1542	763	1880	2050
Rhodospirillaceae	3035	959	4108	2075	1663	3378	3005	2937	1985	2044	3859	2638	2690	2438	2019	1553	3372	2423	2754	2576	1299	2536	2691
Anaplasmataceae	62	111	142	49	118	64	161	172	64	55	129	114	163	81	64	111	62	95	165	84	42	231	140
Candidatus Midichloriaceae	11	4	55	14	6	21	2	3	17	30	0	3	13	11	0	0	56	27	53	4	0	51	7
Rickettsiaceae	41	61	102	25	27	54	37	42	36	49	114	83	89	57	13	82	19	35	54	76	42	94	47
Erythrobacteraceae	1323	670	3074	1573	895	2195	2208	2873	1400	1760	1387	2818	1412	1836	2395	827	1642	2384	1605	1917	1037	1208	1722
Sphingomonadaceae	4695	1522	5628	2823	1762	3850	3883	3653	2738	2609	4613	4309	3787	5775	3237	6559	2980	3773	3948	2786	4639	3796	4001
Alcaligenaceae	2479	1213	4736	2241	1676	4189	3022	2919	1655	1997	4017	2918	2893	3166	2490	2813	2597	2595	3696	2302	2130	2896	2463
Burkholderiaceae	4947	1864	9669	6842	4068	6502	5782	5484	4923	5461	6993	6020	7556	5591	5071	3763	4814	5613	8101	6732	2509	5725	4907
Comamonadaceae	4874	1621	7383	4016	36062	6166	15194	5880	8417	3790	7429	5071	4180	28725	296025	4979	5417	5465	4979	6102	19525	5240	4401
Oxalobacteraceae	1762	590	2616	1697	787	2092	1318	1871	1305	1542	1852	2047	2214	2331	2201	1963	1101	2148	2243	1448	1678	2027	1865
Sutterellaceae	1778	164	2743	4228	179	771	490	344	1095	1871	340	1231	1069	2383	4485	2657	1294	3777	6758	409	1212	1140	1054
Chromobacteriaceae	972	314	1769	1490	514	1333	874	1146	659	766	2027	1446	1064	1241	776	1216	1323	1067	915	897	879	1232	1007
