Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Tolumonas	35	38	88	25	14	46	19	14	33	9	10	94	42	42	24	41	45	43	37	46	63	63	32	56
Zobellella	38	106	75	95	160	107	71	11	27	34	207	90	149	44	144	96	106	46	78	89	54	132	131	131
Agarivorans	3	90	14	7	1	29	25	4	1	4	7	8	3	5	35	2	0	17	8	70	0	23	4	46
Alteromonas	293	167	244	63	126	113	268	200	207	93	92	145	144	87	542	126	143	194	89	183	178	167	708	231
Catenovulum	10	2	79	1	3	3	5	4	5	8	20	6	1	12	1	8	4	1	12	7	10	13	1	17
Glaciecola	5	128	39	40	14	19	39	9	37	7	39	39	57	13	31	32	12	2	14	64	115	33	36	192
Lacimicrobium	64	86	46	73	49	61	43	42	17	21	88	41	70	44	32	6	115	32	17	46	31	64	32	62
Marinobacter	469	457	564	479	460	772	526	387	465	513	610	800	488	272	613	1041	839	218	1078	662	754	519	532	1056
Paraglaciecola	5	2	50	1	0	1	7	1	1	2	3	4	2	10	3	1	0	3	0	4	7	10	3	23
Salinimonas	49	20	73	20	18	15	29	4	10	31	23	18	22	21	13	24	31	160	7	14	36	43	39	21
Colwellia	12	29	161	43	66	48	68	18	37	38	75	32	33	68	68	40	32	82	31	101	105	93	116	46
Thalassotalea	0	20	35	10	4	4	29	0	1	8	48	20	4	114	14	8	9	10	68	55	7	36	5	8
Ferrimonas	47	40	47	40	47	49	63	83	16	62	96	33	52	27	100	79	46	14	43	39	86	54	54	77
Idiomarina	18	100	119	47	39	15	116	71	67	21	103	34	79	21	68	11	19	14	74	67	23	72	27	44
Moritella	13	80	69	103	3	22	35	66	67	15	177	8	8	10	272	2	2	198	8	65	10	99	336	6
Pseudoalteromonas	425	227	548	261	291	208	648	404	580	183	275	358	187	190	1041	106	384	266	175	286	179	353	1360	400
Psychromonas	82	28	28	78	197	131	61	56	1	56	75	102	46	137	123	42	17	52	50	167	89	61	97	191
Shewanella	480	643	1052	435	600	878	826	258	932	661	567	736	567	420	468	476	455	414	692	894	515	764	578	737
Dichelobacter	10	26	433	12	14	17	20	1	3	26	60	20	14	25	74	0	14	5	90	10	7	29	16	6
Agarilytica	4	8	42	1	13	16	42	243	4	30	7	23	3	24	35	46	6	5	13	17	55	15	9	10
Cellvibrio	28	281	131	142	63	129	53	330	66	80	158	63	172	41	169	160	68	61	98	223	112	173	248	106
Saccharophagus	52	38	22	23	9	18	14	4	3	167	6	10	18	4	46	2	4	5	2	38	7	13	20	30
Simiduia	35	190	50	12	13	60	37	20	45	17	31	9	58	16	119	24	8	49	69	124	102	32	52	112
Teredinibacter	50	9	51	5	2	16	42	2	10	4	79	30	10	3	17	4	5	8	4	11	6	30	8	51
Congregibacter	46	37	59	15	38	58	86	13	51	28	71	10	64	15	132	16	40	30	54	42	37	55	101	37
Halioglobus	175	212	107	50	96	128	226	18	362	495	85	235	74	84	173	156	57	29	340	147	59	186	18	209
Microbulbifer	257	284	230	221	220	159	199	87	319	92	216	226	165	83	231	113	244	125	256	223	313	346	241	199
Oceanicoccus	10	48	9	177	53	124	17	51	7	72	34	34	25	48	9	47	90	32	74	15	8	18	47	76
Spongiibacter	66	70	41	33	22	38	47	9	3	14	16	32	39	29	40	23	30	16	24	27	47	25	46	18
Zhongshania	49	8	68	13	15	9	35	0	1	2	27	31	11	12	1	6	6	2	54	17	11	32	6	17
Allochromatium	80	133	56	131	173	111	71	657	104	56	111	70	65	19	130	160	43	123	209	153	115	85	79	141
Candidatus Nitrosoglobus	2	2	11	0	1	9	7	11	52	1	76	2	1	7	0	4	0	22	2	2	1	0	0	0
Marichromatium	110	94	72	84	198	67	120	46	104	37	155	103	163	84	56	64	142	133	186	138	119	144	28	125
Nitrosococcus	27	36	70	33	21	87	53	9	11	9	80	61	28	30	37	23	19	27	30	79	35	49	22	29
Thiocystis	116	85	31	51	78	24	70	23	17	44	172	93	123	46	165	146	136	9	49	33	173	44	28	299
Thiodictyon	381	57	97	274	169	406	233	123	356	150	185	593	173	83	141	455	73	89	169	293	226	304	59	379
Thioflavicoccus	294	102	100	43	55	59	158	110	49	88	109	82	93	107	109	261	34	96	153	110	366	95	49	123
Acidihalobacter	405	247	212	250	477	231	282	624	321	181	452	327	484	304	605	391	390	202	281	296	443	319	372	619
Alkalilimnicola	39	38	88	56	21	11	60	38	81	2	145	65	88	10	16	45	27	110	28	22	428	139	9	40
Ectothiorhodospira	70	91	70	99	93	49	186	11	50	41	169	183	156	63	106	326	141	40	57	160	407	179	44	222
Halorhodospira	172	72	112	41	105	85	118	9	25	74	148	143	104	69	253	59	172	54	91	95	141	244	276	196
Spiribacter	54	55	33	41	125	68	68	16	46	63	88	51	92	105	134	39	69	36	151	139	61	87	45	90
Thioalkalivibrio	556	409	294	506	368	696	511	263	704	330	637	949	758	162	689	617	416	310	370	596	820	536	614	987
Granulosicoccus	44	33	65	42	50	17	48	14	26	28	37	28	36	34	14	40	23	33	63	37	101	32	91	36
Halothiobacillus	14	78	65	36	27	81	27	28	44	40	128	69	41	51	120	44	47	41	56	52	72	58	49	105
Wenzhouxiangella	22	46	40	45	6	11	36	7	2	16	8	49	35	11	22	39	45	8	10	10	58	33	64	18
Woeseia	12	82	28	68	30	35	21	178	93	218	18	36	67	18	223	489	551	51	666	67	37	23	38	151
Leminorella	11	71	82	59	50	88	37	12	13	38	57	34	52	22	44	11	30	21	37	47	57	27	39	19
Pragia	29	71	45	104	56	108	25	31	5	44	28	37	59	32	38	18	72	47	42	68	38	17	131	33
Candidatus Blochmannia	6	31	68	14	90	31	25	17	4	1	15	34	6	14	11	3	6	10	31	5	26	37	5	31
Candidatus Doolittlea	0	66	811	8	8	5	74	5	4	13	126	12	17	15	18	2	0	2	0	32	16	95	0	1
Candidatus Gullanella	7	127	21	76	55	130	7	123	165	183	16	24	34	24	373	12	19	17	120	57	29	11	500	47
Candidatus Hamiltonella	3	5	23	61	11	12	17	6	5	14	13	17	26	27	46	11	7	10	57	54	46	14	30	21
Candidatus Hoaglandella	3	1	42	29	19	13	15	37	6	16	22	11	2	2	3	7	4	8	3	17	10	13	2	14
Candidatus Ishikawaella	0	4	7	1	1	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
Candidatus Mikella	1	2	0	1	0	3	1	0	0	0	18	2	0	6	1	0	0	0	0	0	0	2	0	1
Candidatus Moranella	0	0	8	0	0	0	11	2	0	0	0	0	3	0	0	0	1	1	0	30	1	0	0	3
Candidatus Purcelliella	1	1	8	20	14	3	0	14	0	2	0	2	2	64	20	19	1	1	0	6	1	8	1	6
Candidatus Riesia	8	4	17	0	1	3	10	0	19	1	13	1	1	5	2	2	0	15	1	13	1	12	1	0
Candidatus Tachikawaea	1	1	5	48	9	5	7	4	7	9	5	3	5	5	5	2	2	46	5	0	9	7	4	9
Cedecea	96	121	141	71	113	102	215	64	63	37	122	63	160	64	112	72	63	39	71	136	122	68	91	205
Citrobacter	334	2108	683	1470	729	339	4225	1304	227	1270	420	378	4295	389	939	258	378	485	4263	666	681	313	1557	564
Cronobacter	121	313	249	263	311	133	348	204	207	174	393	223	4129	119	238	141	433	104	194	205	137	207	465	244
Enterobacter	733	704	1704	1310	683	520	7089	2091	473	568	643	924	7422	375	740	819	481	675	1319	988	1006	733	1544	997
Escherichia	24204	294292	15880	467411	140146	4381	9724	278651	4322	139848	2576	4101	846949	17183	157312	68803	67053	169884	35181	21778	9045	7695	210351	2885
Gibbsiella	20	54	39	26	29	7	46	20	8	19	20	27	62	22	97	44	29	11	37	48	90	22	80	33
Klebsiella	788	1397	2615	1938	1453	343	2001	2070	1112	1073	1296	509	5243	1897	1772	1568	993	784	1659	1429	749	645	4484	1529
Kluyvera	6	37	25	21	15	33	13	6	7	16	8	14	34	11	10	7	12	11	11	17	24	12	24	14
Kosakonia	119	139	127	105	89	135	180	81	85	76	157	82	218	79	151	79	85	76	147	129	214	69	364	86
Leclercia	51	57	47	44	90	15	230	37	10	55	35	159	111	34	21	144	28	15	61	127	39	52	50	133
Lelliottia	55	229	113	140	100	55	104	133	112	120	188	97	359	113	260	108	109	225	212	125	229	177	119	122
Limnobaculum	33	14	45	3	2	4	39	3	7	15	7	3	14	35	47	0	24	1	2	12	3	15	4	3
Pluralibacter	82	1080	207	91	228	358	229	168	67	325	426	188	681	508	516	78	226	340	801	445	954	174	894	786
Raoultella	73	210	96	129	140	118	141	898	182	301	154	114	262	108	158	228	161	163	194	202	178	68	70	176
Salmonella	207	1424	780	6915	1896	106	245	1364	92	922	170	143	2881	179	630	366	284	1147	159	194	145	382	4290	169
Shigella	24	435	36	510	143	1	8	345	3	302	8	18	2246	71	89	37	72	117	21	25	45	10	186	11
Shimwellia	7	19	15	15	45	23	25	27	15	10	23	32	72	18	12	18	26	37	10	14	19	49	38	7
Buchnera	20	103	295	192	116	154	76	55	82	94	49	65	108	102	149	27	65	99	69	154	65	51	85	76
Erwinia	294	266	536	354	263	200	361	174	129	136	291	306	173	111	194	106	165	152	329	340	217	248	405	202
Pantoea	205	462	421	552	388	570	465	1135	238	275	385	551	372	275	370	714	329	196	356	822	369	785	1030	570
Tatumella	4	20	60	78	49	76	18	21	5	27	30	10	30	23	21	46	26	22	8	32	99	16	74	14
Wigglesworthia	4	2	5	1	12	1	0	0	2	0	0	2	5	0	0	0	1	0	0	1	0	9	0	1
Edwardsiella	107	342	163	245	154	238	169	114	222	84	179	288	255	56	187	242	79	217	98	419	227	250	310	462
Hafnia	25	55	130	107	52	71	65	19	23	152	82	49	35	23	43	48	40	10	54	47	42	55	65	150
Obesumbacterium	20	9	16	7	18	5	18	0	1	2	58	14	69	17	1	8	1	4	0	7	1	32	9	49
Arsenophonus	0	1	57	0	6	2	7	0	0	0	4	21	2	7	1	12	0	4	5	27	8	4	1	12
Morganella	15	23	65	21	41	14	22	76	27	45	36	4	68	54	120	61	27	38	31	316	101	45	48	30
Photorhabdus	53	63	117	152	84	144	91	52	49	95	29	106	146	63	73	51	45	179	77	63	50	33	126	55
Proteus	12	23	48	68	26	11	32	78	21	29	25	13	63	44	245	21	20	56	7	36	126	31	38	30
Providencia	509	86	278	189	101	171	403	44	106	50	211	238	241	68	112	92	105	67	87	190	100	161	68	324
Xenorhabdus	71	55	160	66	30	34	78	69	47	39	42	36	73	39	48	24	26	39	48	70	41	40	67	83
Brenneria	105	169	122	194	187	118	103	106	197	241	110	85	105	67	127	70	75	132	319	146	397	98	72	67
Dickeya	434	521	527	856	507	575	512	1092	200	358	401	613	498	290	332	533	473	274	432	878	288	329	565	683
Lonsdalea	42	61	82	50	23	3	31	15	54	17	39	39	70	18	34	19	26	9	42	31	38	56	54	27
Pectobacterium	193	220	255	328	135	229	148	162	148	165	305	324	120	110	440	106	131	215	263	266	212	136	286	345
Sodalis	107	98	93	79	86	92	104	41	35	62	191	131	130	102	82	80	54	64	173	144	124	61	97	197
Candidatus Fukatsuia	4	61	311	22	9	22	64	3	2	3	100	10	8	23	2	2	12	3	4	27	16	53	12	9
Chania	28	32	23	24	8	11	17	27	6	37	27	4	14	16	56	5	32	6	41	18	37	11	19	22
Rahnella	107	257	90	113	106	79	137	39	40	74	91	83	74	47	116	92	47	42	69	177	57	150	135	86
Serratia	651	804	906	999	688	1120	867	479	911	396	769	1626	948	478	549	1689	1005	403	665	1377	965	919	862	1347
Yersinia	147	270	493	228	156	247	186	229	70	144	344	155	358	176	630	136	200	220	145	313	185	201	910	172
Phytobacter	0	1	0	3	3	3	5	2	0	0	6	0	42	0	24	3	1	0	2	0	2	0	1	1
Plesiomonas	17	16	107	15	12	12	38	12	6	12	11	10	12	6	18	19	12	8	4	39	18	95	19	50
Immundisolibacter	12	30	49	37	21	20	31	56	78	30	78	13	23	26	57	14	26	17	89	27	39	62	41	47
Coxiella	87	82	84	75	94	38	244	87	204	21	31	133	39	32	197	30	143	3	22	106	30	96	295	37
Fluoribacter	14	19	50	4	7	7	13	6	0	4	6	6	8	4	6	2	20	1	1	7	7	6	7	16
Legionella	106	120	319	86	117	90	181	468	86	70	267	150	90	301	214	109	100	77	189	237	199	168	74	133
Tatlockia	0	2	2	5	0	4	18	4	0	5	0	1	5	2	13	2	0	5	7	3	6	8	0	7
Methylocaldum	133	57	75	39	73	53	145	85	85	70	141	93	81	75	133	42	61	43	111	39	48	110	151	92
Methylococcus	37	79	63	37	25	36	47	452	56	32	80	142	41	44	53	80	30	57	93	74	53	103	130	57
Methylomicrobium	166	431	215	96	95	137	254	60	179	87	211	47	149	94	206	75	125	104	125	312	189	227	75	311
Methylomonas	102	457	149	349	249	309	200	516	343	322	239	257	334	153	763	559	737	164	849	343	207	251	905	325
Methylovulum	9	53	46	17	38	16	38	32	60	19	32	12	30	24	23	2	28	17	36	37	27	30	23	42
Solimonas	543	269	62	70	42	24	97	63	13	61	106	52	94	99	84	58	62	13	67	171	39	59	44	178
Steroidobacter	70	158	34	153	72	125	73	13	32	31	90	62	112	35	115	34	72	43	37	86	39	125	71	65
Alcanivorax	181	220	207	259	237	141	269	94	93	247	176	129	193	210	479	226	176	159	149	217	508	252	285	196
Ketobacter	28	18	21	21	22	13	17	45	38	39	17	20	22	17	28	25	18	14	36	44	224	16	81	24
Endozoicomonas	23	367	55	132	135	163	113	54	4	137	167	89	189	306	265	33	110	63	286	104	460	113	335	344
Hahella	20	17	46	10	37	26	95	290	109	66	243	20	57	29	78	43	39	31	117	72	143	63	29	25
Candidatus Carsonella	0	0	7	1	3	6	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	2
Candidatus Evansia	0	2	17	29	46	22	7	7	0	1	3	19	7	77	20	21	2	6	1	11	1	7	1	23
Candidatus Portiera	0	0	25	2	2	3	11	1	1	0	4	18	1	5	14	6	4	0	0	3	14	5	17	8
Chromohalobacter	8	46	17	25	49	32	23	9	8	15	32	51	54	27	15	9	29	5	30	72	91	35	12	20
Cobetia	91	48	16	165	155	53	83	17	25	61	76	71	67	37	135	27	48	38	79	62	135	34	64	73
Halomonas	1193	955	891	745	868	1145	1222	1702	938	892	1062	1451	1052	520	950	1576	1318	545	1828	1145	1317	1030	1152	1548
Halotalea	33	32	33	34	49	79	41	9	42	7	34	65	57	33	96	30	52	4	34	128	12	55	101	75
Kushneria	18	42	68	124	65	71	50	61	128	39	49	83	112	58	46	32	33	54	79	37	117	107	31	51
Salinicola	46	14	27	94	12	30	44	11	17	14	37	48	67	13	41	14	8	11	50	24	30	22	52	37
Zymobacter	61	59	88	68	89	115	518	75	96	123	201	216	95	25	22	137	87	61	11	123	116	233	40	271
Kangiella	73	211	139	294	114	115	113	93	114	126	139	118	168	135	105	81	163	89	89	107	215	131	97	75
Bacterioplanes	16	64	57	16	4	2	23	137	2	5	55	14	1	1	493	9	2	1	5	19	53	9	572	26
Marinobacterium	66	87	44	22	48	58	54	14	33	26	180	61	108	98	34	35	58	5	53	84	46	126	39	96
Marinomonas	67	75	114	34	122	77	136	11	40	20	121	64	77	44	73	22	38	29	77	46	78	100	82	74
Oleispira	68	26	34	7	32	8	75	16	31	7	46	43	31	13	47	7	80	0	8	23	17	41	57	33
Thalassolituus	11	43	257	25	21	9	28	41	30	20	35	25	70	31	7	18	9	27	21	28	21	41	12	33
Oleiphilus	6	18	33	5	5	9	30	0	0	3	6	132	3	16	7	98	2	5	41	95	2	21	1	108
Gynuella	45	10	100	65	20	21	61	32	13	12	98	17	22	18	18	13	3	16	3	27	35	22	17	25
Reinekea	81	36	71	103	18	321	108	68	253	61	94	366	36	11	36	305	2	41	41	153	92	142	24	199
Saccharospirillum	12	81	31	100	23	52	75	7	15	9	59	36	28	14	34	19	22	22	24	29	21	91	27	16
Frischella	3	61	11	18	23	34	10	4	6	8	147	20	12	4	13	19	5	5	3	39	7	57	5	3
Gilliamella	10	7	83	6	4	14	21	2	0	2	24	7	6	9	9	2	0	1	3	18	9	30	10	7
Actinobacillus	1856	296	162	188	633	238	15238	217	58	1348	341	221	512	1088	571	147	174	74	151	183	140	805	1553	1282
Aggregatibacter	232	286	143	128	244	73	453	59	273	213	216	194	455	114	308	55	266	37	229	182	151	122	422	315
Basfia	126	63	500	55	62	135	148	72	23	122	115	128	126	35	87	103	6	35	7	66	54	112	102	135
Bibersteinia	152	129	142	1160	158	145	654	312	332	192	168	178	115	111	277	133	151	72	1565	367	131	237	475	670
Gallibacterium	77	29	22	12	43	29	101	24	18	81	10	17	61	46	128	6	40	26	16	24	9	16	93	73
Glaesserella	620	135	85	108	447	152	2749	290	30	960	275	174	520	494	829	142	152	24	77	74	106	217	1051	770
Haemophilus	269	108	552	86	310	139	578	86	53	460	212	75	472	127	471	71	79	190	71	96	106	244	512	452
Histophilus	57	41	52	20	85	41	89	25	41	79	25	95	206	53	143	29	43	22	16	42	69	31	158	78
Mannheimia	131	456	139	128	299	328	292	43	31	289	271	109	388	486	304	47	172	108	318	206	728	101	470	773
Pasteurella	404	279	335	221	357	223	1015	186	200	339	213	259	418	246	526	258	267	226	300	251	256	335	382	377
Acinetobacter	570	483	1093	630	703	696	916	401	665	369	417	970	556	485	490	517	483	362	495	1009	589	777	533	711
Moraxella	235	74	192	199	138	197	367	107	138	131	147	240	114	145	268	66	179	272	90	135	176	393	97	192
Psychrobacter	59	121	265	108	121	140	164	38	76	46	238	277	206	79	90	61	39	66	76	99	155	195	139	233
Azotobacter	102	46	237	113	105	32	115	36	48	52	114	95	98	39	93	58	45	31	88	52	191	74	57	60
Oblitimonas	25	13	10	17	16	4	23	137	3	3	86	9	16	20	3	5	3	2	9	24	10	8	29	16
Pseudomonas	7283	7029	6346	6308	5903	6647	7073	6414	5931	5355	7454	9456	7838	3122	7512	9356	7459	3709	6961	8667	6901	7024	6809	10354
Salinisphaera	33	56	153	29	62	38	34	42	36	43	114	43	57	70	103	40	27	38	91	48	251	25	137	49
Allofrancisella	0	0	4	2	1	1	0	1	0	0	1	0	0	1	2	0	0	0	0	3	0	2	4	1
Francisella	70	699	328	131	254	312	450	275	31	311	347	199	494	525	949	37	158	336	618	306	850	265	1302	769
Cycloclasticus	5	7	37	7	14	4	11	1	2	4	8	5	26	35	0	5	11	2	24	10	5	14	4	4
Hydrogenovibrio	0	7	37	6	10	35	0	2	1	1	41	17	34	13	7	11	8	6	7	13	13	10	4	9
Methylophaga	32	150	73	18	60	66	53	33	188	443	18	34	23	32	24	5	10	24	191	16	42	91	58	20
Piscirickettsia	30	2	34	7	0	4	10	2	2	7	8	13	2	3	3	0	0	10	2	19	2	10	3	12
Thiomicrospira	28	39	63	25	24	31	33	4	15	7	24	25	37	7	10	5	27	10	20	29	20	42	21	10
Beggiatoa	2	3	49	12	4	6	21	11	0	6	8	9	0	22	25	6	3	1	3	16	4	33	23	5
Thioploca	1	3	29	5	7	14	10	0	1	1	7	3	29	11	11	4	0	6	8	7	5	2	1	10
Aliivibrio	12	37	169	45	187	80	41	7	12	16	53	52	27	43	34	57	12	27	30	63	35	50	37	34
Enterovibrio	16	12	28	2	7	6	15	25	7	23	8	5	10	5	23	0	0	2	31	18	20	2	15	49
Grimontia	0	23	7	20	23	21	11	10	8	46	43	8	48	27	85	44	30	11	34	25	118	18	106	43
Paraphotobacterium	1	2	10	2	8	8	3	6	0	1	7	7	1	1	8	0	0	0	0	2	0	13	7	0
Photobacterium	170	85	465	171	82	287	263	98	266	92	184	374	108	75	80	390	102	61	67	218	203	292	103	317
Vibrio	1430	868	2019	672	1084	938	1496	443	801	402	1023	816	995	727	890	547	768	716	732	1188	989	1145	998	1036
Ahniella	7	26	10	62	26	26	45	12	60	5	38	15	36	29	69	4	7	17	65	36	6	48	7	33
Dokdonella	84	68	66	94	43	40	64	88	12	35	61	40	47	40	122	59	58	72	70	52	83	32	43	48
Dyella	819	899	325	95	268	404	645	198	186	337	588	317	649	417	447	88	236	337	663	428	811	403	448	963
Frateuria	50	20	128	99	65	55	40	62	159	23	26	37	21	10	25	75	11	40	37	24	30	27	35	39
Luteibacter	7	424	60	42	116	160	88	41	6	185	179	73	332	298	207	33	144	167	381	143	485	85	334	429
Rhodanobacter	29	215	185	79	48	72	12	94	28	26	166	33	267	47	33	71	75	46	129	162	144	60	82	249
Luteimonas	146	468	190	236	130	414	268	107	369	100	224	627	201	75	146	535	71	117	108	477	249	334	59	541
Lysobacter	401	888	755	475	381	681	527	476	366	441	660	562	648	500	743	648	308	444	481	510	974	513	566	1086
Pseudoxanthomonas	86	26	90	78	85	50	64	261	112	262	113	114	81	27	200	471	747	35	904	63	55	97	35	197
Stenotrophomonas	1182	789	650	557	421	705	821	1681	782	1114	1093	703	968	367	777	1160	978	350	1145	840	638	977	731	910
Xanthomonas	642	650	577	504	436	539	582	797	832	327	509	818	574	303	554	695	451	278	582	750	444	819	260	819
Xylella	43	60	57	91	50	168	80	292	157	466	41	203	187	42	55	166	74	27	178	134	171	101	76	138
Hydrogenophilus	62	74	276	21	48	68	42	8	39	161	34	54	47	40	63	28	14	44	29	63	34	60	61	59
Bacteriovorax	42	18	29	18	13	12	117	26	70	24	19	42	16	33	40	8	14	15	21	19	72	24	65	41
Halobacteriovorax	26	20	68	24	42	17	44	127	32	112	45	24	14	65	172	298	364	11	527	73	54	43	22	84
Bdellovibrio	151	100	143	86	39	62	282	188	15	79	97	144	63	179	420	74	33	39	67	161	88	96	516	97
Mariprofundus	103	99	177	105	134	92	162	65	78	49	150	141	132	77	81	68	136	48	34	134	206	167	42	90
Leptospira	48	197	163	213	1058	504	162	86	51	92	147	186	108	92	110	118	91	179	188	136	126	179	152	149
Turneriella	42	26	31	22	19	32	58	2	2	5	30	80	21	28	17	78	28	7	49	107	22	36	42	104
Brachyspira	85	141	316	166	157	180	212	195	172	53	233	208	84	176	699	90	49	109	388	267	265	229	465	233
Borrelia	3	32	78	69	44	103	148	5	11	49	102	59	17	21	95	11	5	113	17	30	13	87	27	39
Borreliella	8	28	53	6	81	37	67	19	0	47	67	28	45	25	12	101	11	15	8	28	24	47	11	233
Salinispira	14	279	132	34	220	123	162	34	4	58	364	180	86	249	287	165	49	155	332	488	213	171	107	279
Sediminispirochaeta	28	114	286	67	42	129	141	50	66	89	70	87	31	29	312	23	79	356	24	161	83	276	83	85
Sphaerochaeta	748	2548	1853	428	2296	7013	1995	424	191	866	3321	990	527	2302	5097	547	3956	745	2137	6143	825	2496	818	2790
Spirochaeta	346	449	310	361	338	719	520	535	398	199	626	654	290	297	437	634	167	334	345	1033	392	522	594	599
Treponema	2053	10441	37244	4211	3656	20635	33233	1245	1130	7373	5128	10138	3382	18293	19754	7995	3058	23415	4785	12316	60428	30359	3908	4049
Acetomicrobium	227	103	21	40	82	133	74	401	11	67	39	49	54	89	191	95	50	29	70	78	137	10	67	164
Aminobacterium	55	219	111	15	217	378	48	28	5	72	180	34	23	228	163	68	148	27	154	407	34	134	185	99
Aminomonas	694	328	68	128	368	311	186	2134	82	179	222	286	238	398	445	419	339	42	172	423	979	268	363	390
Cloacibacillus	37722	37302	1959	36297	96862	435023	7124	2185008	29419	335640	38258	29012	136294	172532	198549	288147	102501	295786	157055	120943	31725	15435	192953	34480
Jonquetella	730	1080	246	382	1687	1813	174	17712	365	1193	421	448	507	1667	3176	3615	1831	690	367	1773	4363	553	2519	878
Thermanaerovibrio	311	132	147	79	232	166	225	1192	79	75	247	146	175	657	143	205	361	61	162	204	222	328	239	122
Thermovirga	50	69	10	20	62	99	14	15	5	8	39	39	33	111	48	3	88	2	56	99	23	53	145	40
Acholeplasma	60	354	289	416	687	419	305	135	36	121	259	599	73	236	215	631	124	221	256	670	197	821	149	564
Candidatus Phytoplasma	12	207	121	521	232	347	109	29	8	167	123	271	271	35	86	132	56	64	40	30	43	94	29	54
Entomoplasma	1	221	68	38	740	325	84	14	0	102	97	69	183	185	104	13	57	70	152	69	279	61	221	284
Mesoplasma	46	28	52	17	152	44	63	39	4	18	32	20	44	22	20	6	8	26	23	22	159	43	28	41
Spiroplasma	75	263	230	544	1895	819	383	82	69	197	204	364	165	122	164	127	68	289	77	115	123	404	90	153
Mycoplasma	160	1480	1375	728	2422	1324	762	256	185	790	847	853	780	1017	876	198	381	1222	1252	1001	1575	878	819	1605
Ureaplasma	3	15	10	31	70	28	16	13	6	17	5	32	2	11	12	35	11	25	6	10	1	24	4	5
Candidatus Izimaplasma	52	20	63	12	58	40	40	7	4	0	34	66	3	9	38	0	0	11	3	10	4	83	16	7
Caldimicrobium	3	0	20	6	3	0	23	2	0	0	11	4	4	2	7	0	1	0	7	8	10	12	9	2
Thermodesulfatator	2	13	40	8	21	10	11	10	29	10	10	9	4	4	20	1	0	29	12	15	0	13	5	11
Thermodesulfobacterium	2	6	2	7	18	9	8	7	7	4	9	6	1	48	47	1	6	44	10	19	14	3	3	7
Kosmotoga	57	6	28	9	27	8	54	33	9	10	19	6	2	36	16	9	194	7	16	11	10	26	9	61
Mesotoga	5	1	23	1	3	39	12	1	7	0	38	15	14	38	4	0	1	1	24	16	3	25	33	10
Defluviitoga	1	6	6	4	0	8	6	2	2	6	4	5	6	3	14	1	1	4	2	7	13	8	6	14
Marinitoga	14	14	55	18	92	50	40	8	7	5	24	66	61	30	25	22	16	12	27	76	19	45	15	33
Petrotoga	0	0	7	1	0	2	0	0	1	0	0	1	1	1	5	0	0	1	1	1	0	10	1	0
Fervidobacterium	59	38	48	42	53	30	72	13	15	30	197	67	21	173	42	24	43	28	117	157	107	81	97	88
Thermosipho	10	27	38	73	24	17	67	47	27	12	56	52	14	28	79	11	4	261	71	44	15	93	75	23
Pseudothermotoga	82	46	56	34	151	41	43	510	56	180	106	64	92	37	182	435	405	27	538	13	32	32	23	398
Thermotoga	124	67	113	47	92	81	191	35	11	64	137	80	86	55	181	79	190	40	65	95	110	201	82	114
Methylacidiphilum	0	13	10	6	1	9	15	97	9	40	1	10	1	7	286	0	7	6	61	10	5	19	429	8
Ereboglobus	124	458	123	55	187	93	238	1259	237	130	217	178	182	201	261	339	250	71	233	373	362	161	78	307
Lacunisphaera	551	153	84	110	124	218	280	155	198	172	230	321	171	100	270	352	165	81	182	237	242	220	172	391
Opitutus	198	395	162	259	173	411	425	289	473	149	217	608	244	93	188	480	212	142	157	443	181	431	111	508
Coraliomargarita	8	40	31	60	72	79	63	176	22	172	40	50	32	37	385	75	33	42	432	66	63	67	375	86
Candidatus Xiphinematobacter	11	86	84	2	0	0	31	5	0	31	1	40	1	11	2	0	3	15	79	8	130	35	4	3
Akkermansia	374	992	406	6963	1134	572	645	1346398	2618039	166946	822	614	625	566	82672	1035	441	8033	615	1035	872	652	837	1986
Verrucomicrobium	164	178	104	103	62	141	216	612	97	107	163	247	192	100	307	252	85	276	149	263	164	228	174	206
Avsunviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelamoviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apscaviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cocadviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coleviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hostuviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pospiviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atadenovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
