Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Sandaracinus amylolyticus	82	137	130	233	102	68	126	20	44	49	316	293	137	71	130	91	74	50	67	132	72	163	66	400
Vulgatibacter incomptus	50	95	63	145	74	101	115	507	207	70	148	311	198	91	138	341	27	159	248	286	255	232	107	202
Desulfobacca acetoxidans	9	56	50	10	28	22	72	117	8	17	71	70	44	11	37	149	14	12	59	64	54	82	75	86
Desulfomonile tiedjei	52	33	41	16	43	15	38	6	25	13	108	19	67	12	26	7	10	13	17	23	9	188	65	49
Syntrophus aciditrophicus	31	230	136	94	251	113	82	547	31	152	232	59	126	185	427	92	73	72	265	335	416	112	105	145
Syntrophobacter fumaroxidans	78	103	176	76	52	67	119	544	140	71	251	229	113	106	632	133	155	24	159	170	106	173	206	112
Nitratiruptor sp. SB155-2	39	11	112	10	9	5	11	0	10	0	14	7	17	4	11	1	1	3	6	2	4	18	3	12
Sulfurovum lithotrophicum	10	1	54	23	16	9	30	23	21	19	7	19	15	6	28	0	1	17	12	18	3	53	4	19
Sulfurovum sp. NBC37-1	6	19	39	15	10	27	20	27	18	3	9	80	7	18	19	31	20	40	14	54	26	37	27	16
Aliiarcobacter butzleri	2	1	7	16	1	1	15	2	1	1	1	11	3	10	38	3	1	4	7	9	0	2	10	3
Aliiarcobacter skirrowii	9	5	6	6	0	7	1	3	6	18	1	3	0	7	5	8	1	10	7	1	5	1	8	15
Aliiarcobacter trophiarum	3	0	5	2	0	0	0	0	4	0	0	1	1	0	14	1	0	0	0	1	0	1	0	0
Arcobacter nitrofigilis	70	50	42	128	152	130	44	57	12	43	86	23	38	140	27	19	21	39	87	257	87	31	34	86
Campylobacter avium	8	4	9	89	4	20	4	1	0	7	19	9	1	6	24	0	0	32	10	1	2	16	1	2
Campylobacter coli	1467	10720	829	14004	4023	1282	1026	3637	4295	17136	2539	1405	3270	4323	2833	5259	1820	119341	20869	6737	8783	2978	4206	7456
Campylobacter concisus	157	13	110	93	56	22	47	27	31	10	26	22	31	7	118	34	2	41	107	54	53	80	17	38
Campylobacter cuniculorum	14	0	41	33	5	6	6	2	27	8	6	4	6	1	72	0	0	16	12	5	10	3	4	4
Campylobacter curvus	107	14	100	53	27	48	12	19	9	13	44	17	42	36	14	6	30	12	46	13	3	14	38	47
Campylobacter fetus	217	7	54	85	37	34	110	18	87	15	6	9	37	84	639	25	3	5	138	46	110	14	29	53
Campylobacter gracilis	30	23	28	16	29	21	19	540	21	15	55	26	9	25	49	69	23	23	54	27	61	33	22	23
Campylobacter helveticus	25	7	8	97	8	4	4	10	45	1	11	1	3	6	23	6	0	1927	5	2	2	6	57	0
Campylobacter hepaticus	4	0	11	2	0	0	6	0	0	9	0	2	0	0	38	3	1	7	5	0	3	3	1	3
Campylobacter hominis	111	5	95	1	7	10	9	3	1	7	23	7	15	1	14	0	6	13	39	8	4	6	3	5
Campylobacter hyointestinalis	848	8	401	22	45	8	83	208	19	86	8	26	7	4	2169	0	1	4	254	1	2	19	6	11
Campylobacter iguaniorum	91	137	133	38	21	93	31	1	310	493	13	5	6	32	45	0	0	20	240	7	5	26	2	4
Campylobacter insulaenigrae	2	7	28	15	77	19	258	3	6	4	53	42	1	77	40	0	15	8	101	57	34	79	1	9
Campylobacter jejuni	855	6526	1056	9054	7751	6879	1625	2285	1569	3521	5399	5405	5331	4610	3437	3334	4696	8842	4476	7828	7865	2332	3874	5865
Campylobacter lanienae	285	333	261	2	2119	293	1073	112	0	29	0	103	746	5	97027	1	0	3	11985	2	0	65	2	440
Campylobacter lari	193	79	101	92	206	100	161	5	190	40	20	125	19	19	144	81	188	48	33	82	55	60	40	56
Campylobacter peloridis	15	1	55	38	11	10	23	27	6	13	8	2	1	15	28	0	0	26	10	1	0	34	7	13
Campylobacter pinnipediorum	36	8	53	21	33	12	21	9	19	4	20	27	8	13	40	21	4	4	6	0	0	37	19	17
Campylobacter sp. NCTC 13003	471	37	129	21	330	47	4035	13	0	27	2	61	103	0	14235	1	1	15	2078	0	4	60	1	103
Campylobacter sp. RM12175	15	1	6	10	17	5	98	5	0	2	0	5	9	4	642	0	0	1	79	8	2	10	1	6
Campylobacter sp. RM16704	8	19	3	85	109	98	12	45	0	20	41	13	20	105	75	15	23	29	41	172	60	31	32	40
Campylobacter sp. RM6137	188	38	179	22	89	11	162	14	3	10	7	26	20	6	3790	5	10	15	415	5	6	25	32	23
Campylobacter sp. RM8964	58	43	25	1	36	22	90	0	0	1	90	8	16	0	2347	0	5	0	134	17	1	184	4	17
Campylobacter sputorum	25	1	33	9	10	2	27	2	0	2	4	9	1	6	58	3	0	2	4	0	5	11	3	6
Campylobacter subantarcticus	49	3	20	10	9	1	33	0	1	5	9	12	5	3	26	0	1	66	17	41	10	11	2	2
Campylobacter ureolyticus	63	3	99	17	18	1	10	1	1	0	1	7	0	8	28	4	2	3	2	2	1	15	5	0
Campylobacter volucris	21	1	3	6	5	8	7	1	0	2	18	6	0	3	102	0	0	14	16	12	3	6	1	1
Haloarcobacter bivalviorum	2	35	15	34	9	18	35	2	2	5	52	21	7	8	4	4	3	1	9	8	9	29	5	8
Malacobacter halophilus	1	2	18	9	0	3	7	3	1	2	0	6	0	3	3	1	0	1	1	0	2	3	1	7
Malacobacter marinus	94	11	266	5	711	221	15	1	17	11	16	31	27	19	13	20	14	13	1	0	8	5	0	9
Malacobacter molluscorum	0	4	7	6	84	35	0	1	2	0	1	3	1	5	4	0	0	8	1	11	2	2	0	2
Malacobacter mytili	7	1	0	27	10	5	14	1	31	9	16	6	2	1	2	1	2	2	1	1	2	8	3	2
Pseudoarcobacter ellisii	2	0	1	24	4	1	1	2	0	1	2	2	1	0	24	0	0	2	2	0	9	4	0	1
Pseudoarcobacter suis	11	3	6	15	9	2	1	2	1	1	3	20	48	6	1	1	2	0	7	22	6	4	24	1
Sulfurospirillum barnesii	2	0	3	46	6	2	9	0	0	4	6	7	0	3	30	0	0	1	7	4	6	4	2	5
Sulfurospirillum cavolei	6	9	40	12	8	42	9	2	5	2	24	46	32	12	11	15	14	6	6	35	41	9	5	7
Sulfurospirillum deleyianum	2	0	11	38	3	3	7	0	0	5	3	12	1	1	0	0	3	0	9	8	4	3	0	2
Sulfurospirillum halorespirans	0	26	9	7	26	7	7	16	11	8	14	2	14	10	32	7	7	3	17	2	37	5	35	21
Sulfurospirillum multivorans	47	39	25	30	40	15	7	30	17	7	31	32	4	43	20	35	28	55	22	43	29	3	11	53
Sulfurospirillum sp. JPD-1	23	6	10	13	34	21	12	2	41	8	9	15	4	9	35	2	9	6	8	25	6	9	6	11
Sulfurospirillum sp. SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum sp. SL2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum sp. UCH001	3	0	17	4	4	2	8	0	0	4	11	6	0	1	5	1	1	6	4	12	2	8	0	5
Arcobacter sp. L	3	0	5	0	2	0	3	0	10	0	2	0	0	0	18	0	0	0	2	0	2	2	2	2
Arcobacter sp. LPB0137	3	2	8	18	0	2	49	1	2	0	6	26	1	2	3	2	6	2	0	7	11	37	2	19
Helicobacter acinonychis	2	2	4	2	8	17	3	2	0	3	0	1	4	2	7	0	12	0	2	6	2	3	14	14
Helicobacter apodemus	7	0	6	143	23	13	74	3	6	123	7	82	2	0	618	0	0	0	55	0	31	141	0	194
Helicobacter bilis	26	3356	54	959	3478	54	803	2	0	77	40	1073	27	14	253	7	26	4	175	20	152	37	65	46
Helicobacter bizzozeronii	69	5	10	23	11	32	36	13	2	49	52	7	37	34	9	47	8	3	37	50	4	7	1	144
Helicobacter canadensis	26	8	35	2988	547	157	89	18	2	327	160	81	14	14	74273	81	9	40	3051	17	299	149	20	134
Helicobacter cetorum	13	21	24	168	47	39	20	17	0	28	17	37	292	20	60	24	10	6	16	19	45	46	22	45
Helicobacter cinaedi	30	209	25	1385	305	87	88	320	32	236	55	164	19	15	415	89	13	16	143	45	148	53	9	67
Helicobacter felis	4	9	17	8	0	3	7	1	23	1	16	6	3	4	58	0	0	0	8	7	1	3	3	5
Helicobacter hepaticus	4	12	4	217	42	13	27	7	7	45	38	43	0	9	111	1	1	2	38	6	25	55	3	49
Helicobacter himalayensis	284	10	12	639	90	17	28	16	8	64	52	28	37	59	46	37	6	3	153	50	55	26	13	25
Helicobacter mustelae	2	37	17	62	12	0	22	0	0	18	32	15	6	3	18	4	1	0	2	2	14	32	25	10
Helicobacter pylori	28	16	56	89	66	18	41	8	13	31	16	29	104	54	201	44	9	43	33	67	94	49	13	48
Helicobacter saguini	8	5	31	66	16	61	119	1	2	22	27	11	1	8	36	7	4	0	52	24	39	20	20	16
Helicobacter sp. MIT 01-6242	7	0	9	96	10	2	7	7	0	21	10	46	2	85	30	18	0	0	16	1	40	9	0	9
Helicobacter typhlonius	1	14	4	236	34	13	34	5	0	53	9	24	2	5	184	3	28	5	47	11	21	41	23	72
Sulfuricurvum kujiense	16	16	27	4	4	4	82	0	1	5	37	26	12	7	2	3	0	1	0	6	22	47	4	14
Sulfurimonas autotrophica	60	2	23	29	13	17	89	24	19	14	6	7	11	2	13	3	2	3	18	23	13	59	27	17
Sulfurimonas denitrificans	18	10	75	18	2	8	9	0	2	23	24	2	1	6	10	1	3	8	16	4	4	26	13	20
Sulfurimonas gotlandica	24	1	6	3	92	30	6	1	0	0	4	2	3	9	5	0	10	13	1	9	10	15	7	4
Wolinella succinogenes	3	28	21	41	45	31	22	29	14	32	19	8	8	5	128	23	20	32	21	15	57	15	20	28
Nitratifractor salsuginis	13	78	59	48	69	31	106	36	14	33	230	37	207	64	72	33	95	59	93	109	118	100	40	132
Nautilia profundicola	40	29	40	56	207	51	62	177	11	9	15	35	10	24	395	13	22	32	6	10	4	44	576	10
Candidatus Ruthia magnifica	0	0	24	1	156	52	37	0	0	6	27	14	0	26	4	0	4	7	46	1	8	25	1	7
Candidatus Thioglobus autotrophicus	6	3	44	7	0	5	8	0	0	1	23	1	2	2	0	0	1	0	6	4	2	17	1	0
Candidatus Thioglobus singularis	14	24	23	7	90	36	36	4	0	28	69	26	43	7	3	79	2	8	11	12	12	19	1	299
Gallaecimonas sp. HK-28	12	27	32	3	10	20	54	1	2	5	18	9	37	10	25	4	6	4	24	88	25	20	5	14
Pseudohongiella spirulinae	30	8	60	16	36	11	96	2	18	5	32	32	16	8	30	7	11	6	11	25	11	50	70	14
Sedimenticola thiotaurini	10	44	38	98	51	37	29	27	39	21	113	32	90	55	61	67	48	33	33	69	285	103	26	24
Thiohalobacter thiocyanaticus	24	92	94	95	76	80	36	36	46	71	94	58	144	68	106	54	110	59	131	70	178	170	66	143
Thiolapillus brandeum	60	77	59	33	42	23	35	316	138	12	87	79	59	45	121	62	157	19	93	109	14	86	26	108
Acidiferrobacter sp. SPIII_3	44	63	57	38	74	25	48	37	21	37	163	66	105	52	123	55	98	15	45	43	93	43	17	128
Sulfuricaulis limicola	107	125	25	67	66	54	78	19	13	55	132	94	119	76	142	88	71	15	9	161	113	101	48	301
Sulfurifustis variabilis	133	111	56	168	89	181	115	97	216	88	109	199	163	50	196	148	67	158	72	186	143	266	72	435
Aeromonas aquatica	2	4	5	5	0	0	8	0	1	2	12	0	1	1	1	0	2	7	1	21	2	16	1	4
Aeromonas caviae	90	30	43	11	10	6	94	4	8	17	23	9	17	10	25	19	22	1	13	25	3	21	11	47
Aeromonas dhakensis	1	13	1	3	1	1	9	3	0	0	14	48	6	9	2	72	2	1	20	53	4	4	2	31
Aeromonas hydrophila	116	246	159	271	243	159	142	481	118	121	218	168	356	124	149	236	318	108	128	241	333	241	140	222
Aeromonas media	4	12	26	70	2	7	29	1	6	2	58	20	16	1	9	1	5	1	15	5	7	63	12	9
Aeromonas rivipollensis	14	28	19	17	50	7	5	3	4	11	139	30	100	10	31	18	104	4	20	12	33	3	13	97
Aeromonas salmonicida	385	82	114	46	60	24	153	28	5	50	150	954	78	15	55	14	85	6	31	32	24	280	285	108
Aeromonas schubertii	35	133	93	137	95	132	74	189	55	274	104	68	72	21	205	498	693	34	758	86	39	67	53	165
Aeromonas sp. ASNIH1	0	4	5	3	0	0	14	19	0	0	2	20	21	1	5	4	9	0	2	9	12	11	0	2
Aeromonas sp. ASNIH2	0	0	2	0	0	1	12	13	0	0	0	0	12	0	2	0	0	2	2	0	0	1	2	0
Aeromonas sp. ASNIH3	47	4	0	0	189	28	13	22	1	25	0	1	9	0	9	12	11	96	3	10	0	4	0	1
Aeromonas sp. ASNIH4	0	1	3	8	1	8	7	2	3	5	5	19	7	4	1	2	0	8	2	6	4	5	5	10
Aeromonas sp. ASNIH5	0	0	0	3	0	0	7	16	2	9	0	4	5	3	1	0	0	1	3	0	0	0	0	0
Aeromonas sp. ASNIH7	1	1	1	16	2	2	11	0	0	0	0	1	12	1	10	0	0	0	4	0	0	0	1	1
Aeromonas sp. CA23	74	38	42	45	54	40	55	19	11	34	8	134	30	10	72	33	64	18	14	52	57	35	34	103
Aeromonas sp. CU5	16	122	78	42	44	114	19	3	329	472	63	17	44	47	24	2	27	19	223	17	11	96	32	8
Aeromonas veronii	152	136	112	186	138	317	190	84	268	116	117	358	223	90	187	385	109	203	66	311	356	228	256	448
Oceanimonas sp. GK1	74	105	66	58	159	57	50	20	17	46	142	79	218	115	35	150	65	42	98	103	50	64	41	425
Oceanisphaera avium	8	3	9	12	17	2	7	10	10	4	4	3	48	24	7	1	0	4	3	10	3	12	11	37
Oceanisphaera profunda	7	49	128	83	40	110	187	286	12	9	176	126	65	8	7	48	4	9	5	13	20	66	4	102
Tolumonas auensis	35	38	88	25	14	46	19	14	33	9	10	94	42	42	24	41	45	43	37	46	63	63	32	56
Zobellella denitrificans	38	106	75	95	160	107	71	11	27	34	207	90	149	44	144	96	106	46	78	89	54	132	131	131
Agarivorans gilvus	3	90	14	7	1	29	25	4	1	4	7	8	3	5	35	2	0	17	8	70	0	23	4	46
Alteromonas addita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Alteromonas australica	23	2	18	1	5	4	9	4	1	6	2	2	5	6	9	4	9	9	20	15	10	4	4	4
Alteromonas macleodii	174	70	50	38	47	60	65	9	17	42	30	54	51	25	110	13	23	3	19	32	100	18	141	103
Alteromonas mediterranea	14	0	41	7	9	7	43	11	14	4	7	10	2	7	20	11	4	150	9	12	4	28	4	28
Alteromonas naphthalenivorans	0	19	44	2	1	1	7	1	0	0	3	2	1	2	1	0	0	0	3	14	6	14	1	3
Alteromonas sp. BL110	0	0	2	0	0	3	4	0	0	6	2	6	0	3	7	0	5	1	1	2	0	10	3	8
Alteromonas sp. MB-3u-76	34	30	12	0	0	2	4	2	92	1	2	10	3	8	0	0	36	2	0	33	1	4	17	3
Alteromonas sp. Mac1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	6	0	1
Alteromonas sp. RKMC-009	15	13	29	10	35	13	47	11	10	18	12	22	15	20	10	88	27	15	7	36	4	44	13	8
Alteromonas sp. RW2A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas stellipolaris	0	0	1	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	4	0	2	0	0
Catenovulum sp. CCB-QB4	10	2	79	1	3	3	5	4	5	8	20	6	1	12	1	8	4	1	12	7	10	13	1	17
Glaciecola nitratireducens	3	127	21	28	13	18	7	7	4	3	31	29	54	10	26	30	9	0	4	60	88	21	30	190
Glaciecola sp. 4H-3-7+YE-5	2	1	18	12	1	1	32	2	33	4	8	10	3	3	5	2	3	2	10	4	27	12	6	2
Lacimicrobium alkaliphilum	64	86	46	73	49	61	43	42	17	21	88	41	70	44	32	6	115	32	17	46	31	64	32	62
Marinobacter hydrocarbonoclasticus	80	20	69	132	22	279	114	64	223	92	50	323	54	14	21	280	15	46	27	139	69	167	304	172
Marinobacter psychrophilus	4	4	8	6	2	9	21	6	3	3	31	6	11	9	1	8	3	6	9	12	95	3	5	25
Marinobacter salarius	72	48	88	54	74	46	60	8	17	15	37	66	40	23	42	8	58	28	24	28	40	26	28	34
Marinobacter salinus	26	74	30	17	39	19	30	10	24	12	117	13	61	10	42	12	30	13	26	58	51	40	16	74
Marinobacter similis	16	13	24	19	5	99	58	3	3	7	98	12	24	45	23	17	1	7	27	53	130	74	11	25
Marinobacter sp. Arc7-DN-1	41	33	49	59	37	34	40	16	21	30	62	50	76	37	78	17	23	15	34	52	41	40	31	49
Marinobacter sp. BSs20148	0	12	6	1	0	7	4	0	0	1	2	8	1	6	3	9	3	1	2	3	9	8	1	12
Marinobacter sp. CP1	25	52	54	62	47	45	10	12	8	19	38	79	42	11	45	22	31	12	50	28	15	14	37	42
Marinobacter sp. LQ44	127	90	54	57	179	127	102	197	108	301	119	201	83	74	281	629	632	50	765	211	261	86	30	581
Marinobacter sp. LV10R510-11A	3	5	33	9	7	4	14	5	11	4	26	5	7	13	9	11	0	12	23	6	3	6	5	11
Marinobacter sp. es.042	11	25	10	13	10	6	16	1	22	3	6	5	27	4	15	1	4	8	30	25	2	8	6	8
Paraglaciecola psychrophila	5	2	50	1	0	1	7	1	1	2	3	4	2	10	3	1	0	3	0	4	7	10	3	23
Salinimonas sp. HMF8227	21	13	49	12	11	8	14	1	6	25	14	5	20	16	12	22	29	6	5	9	9	24	25	14
Salinimonas sp. N102	28	7	24	8	7	7	15	3	4	6	9	13	2	5	1	2	2	154	2	5	27	19	14	6
Colwellia beringensis	2	2	1	5	11	4	2	0	0	0	0	0	18	3	1	0	2	2	0	2	1	4	9	3
Colwellia psychrerythraea	3	4	39	9	3	3	16	4	6	3	17	3	1	3	3	0	8	7	0	6	2	7	1	3
Colwellia sp. Arc7-D	1	7	18	3	4	3	2	0	2	3	11	4	0	1	31	2	2	5	7	12	1	13	5	4
Colwellia sp. MT41	0	4	54	0	2	4	22	0	0	4	26	0	2	0	7	0	0	0	2	9	1	12	2	0
Colwellia sp. PAMC 20917	1	5	19	10	6	6	7	5	2	24	1	15	5	25	16	34	11	4	11	7	81	12	84	12
Colwellia sp. PAMC 21821	0	1	21	1	0	3	4	0	0	0	0	5	2	6	0	2	0	40	1	2	4	20	6	5
Thalassotalea crassostreae	0	20	35	10	4	4	29	0	1	8	48	20	4	114	14	8	9	10	68	55	7	36	5	8
Ferrimonas balearica	47	40	47	40	47	49	63	83	16	62	96	33	52	27	100	79	46	14	43	39	86	54	54	77
Idiomarina loihiensis	4	6	42	30	6	4	26	27	5	12	0	2	2	0	27	2	0	8	11	7	4	10	11	0
Idiomarina piscisalsi	0	0	8	1	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	1	8	2	0
Idiomarina sp. OT37-5b	11	50	57	14	27	5	13	40	54	3	64	21	75	15	23	8	9	6	57	19	8	42	4	5
Idiomarina sp. X4	0	1	9	0	6	6	38	1	7	0	34	8	0	4	0	1	9	0	5	35	10	12	1	17
Idiomarinaceae bacterium HL-53	12	4	21	4	5	11	34	1	0	1	9	3	2	8	4	5	5	0	7	11	2	14	1	5
Moritella viscosa	11	37	23	5	0	14	24	0	51	1	110	3	2	4	0	0	1	190	4	29	8	70	1	3
Moritella yayanosii	2	43	36	92	3	8	6	7	16	14	58	5	6	3	39	1	1	8	4	36	2	25	1	3
Pseudoalteromonas agarivorans	0	2	0	0	14	15	0	0	0	0	0	1	11	13	1	3	6	65	1	1	1	0	0	1
Pseudoalteromonas aliena	0	13	2	4	6	8	23	19	3	24	1	14	11	34	7	11	4	8	3	14	27	8	153	10
Pseudoalteromonas arctica	0	6	37	5	0	1	8	0	4	2	9	6	1	1	1	6	0	0	0	5	0	17	6	1
Pseudoalteromonas atlantica	3	27	28	3	1	2	12	7	0	0	53	6	3	8	13	1	0	0	37	7	2	16	24	2
Pseudoalteromonas carrageenovora	39	1	18	2	6	21	7	102	0	6	1	25	10	2	328	7	4	0	8	9	3	8	405	5
Pseudoalteromonas donghaensis	34	4	94	7	163	57	344	1	460	2	90	170	65	20	0	29	313	4	22	108	19	105	66	184
Pseudoalteromonas espejiana	2	0	3	0	1	1	1	1	0	1	4	3	2	1	1	4	0	0	0	0	0	9	7	3
Pseudoalteromonas haloplanktis	0	0	0	0	10	9	2	0	0	0	9	9	3	9	0	3	5	0	0	3	2	2	0	3
Pseudoalteromonas issachenkonii	1	0	0	18	1	7	1	1	3	9	0	1	2	0	1	1	0	14	4	0	1	2	3	1
Pseudoalteromonas luteoviolacea	1	3	20	0	1	3	16	0	3	6	6	0	1	2	9	0	2	7	3	3	5	12	1	1
Pseudoalteromonas marina	113	9	11	13	15	10	8	1	13	28	0	6	5	1	61	0	0	34	0	0	8	2	2	0
Pseudoalteromonas nigrifaciens	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
Pseudoalteromonas phenolica	8	9	35	5	4	5	4	29	40	0	0	4	6	7	36	4	2	42	2	30	38	21	50	0
Pseudoalteromonas piratica	68	42	27	13	3	1	38	5	6	9	7	5	9	19	29	5	6	1	34	25	4	7	10	41
Pseudoalteromonas piscicida	4	2	21	2	4	2	26	3	2	3	10	6	3	5	6	1	10	1	0	3	1	16	2	3
Pseudoalteromonas rubra	15	9	13	7	1	9	32	0	3	7	6	7	10	11	3	8	0	1	11	13	24	13	10	25
Pseudoalteromonas sp. 13-15	0	1	1	0	0	0	4	1	0	1	0	1	0	0	2	0	0	0	0	3	0	1	0	2
Pseudoalteromonas sp. 1_2015MBL_MicDiv	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1
Pseudoalteromonas sp. Bsw20308	3	0	1	3	2	0	0	0	0	1	1	1	11	3	2	0	0	3	0	0	2	0	1	1
Pseudoalteromonas sp. NC201	1	6	7	5	4	3	5	9	2	6	6	6	1	2	5	11	11	7	18	2	2	2	2	38
Pseudoalteromonas sp. SM9913	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Pseudoalteromonas spongiae	74	7	63	3	3	2	6	0	5	8	7	14	4	7	2	1	2	0	0	6	1	5	1	16
Pseudoalteromonas tetraodonis	2	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Pseudoalteromonas translucida	0	1	0	0	0	6	1	0	0	0	1	17	0	0	0	0	0	0	0	2	0	13	4	2
Pseudoalteromonas tunicata	4	17	23	8	1	0	17	0	17	6	6	18	0	4	7	1	2	4	4	12	14	23	2	6
Psychromonas ingrahamii	81	26	7	77	195	121	44	56	1	55	71	81	45	129	115	18	15	40	50	152	88	33	91	183
Psychromonas sp. CNPT3	1	2	18	1	2	3	15	0	0	1	4	21	1	3	2	3	2	12	0	9	1	23	6	8
Shewanella algae	136	32	21	112	28	265	128	39	172	73	46	218	57	22	109	184	11	95	64	124	79	118	19	133
Shewanella amazonensis	18	27	70	10	28	24	46	12	34	26	87	51	50	17	27	11	14	13	48	54	10	94	11	74
Shewanella baltica	22	49	48	37	45	26	77	7	6	10	27	27	26	12	15	14	12	20	14	31	38	66	156	39
Shewanella benthica	0	5	5	7	4	8	0	0	0	2	2	4	0	9	1	0	3	4	10	2	0	5	17	2
Shewanella bicestrii	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	2	1	0	1	1	0	0	0	0
Shewanella denitrificans	49	51	10	1	58	5	56	3	36	9	5	8	5	7	14	1	42	6	3	21	2	2	16	25
Shewanella frigidimarina	29	43	33	11	10	17	46	2	2	13	43	7	37	19	14	6	21	4	27	21	50	19	46	52
Shewanella halifaxensis	2	10	37	12	8	7	15	0	1	1	7	10	0	13	1	2	4	0	0	12	6	16	13	7
Shewanella japonica	15	59	71	59	111	132	59	44	51	13	36	22	31	88	53	9	30	28	26	115	49	30	80	68
Shewanella loihica	9	195	13	59	72	106	44	24	251	359	30	56	60	77	37	54	40	102	244	54	25	75	20	111
Shewanella marisflavi	21	18	42	4	6	9	25	19	41	27	47	32	12	19	44	82	6	9	30	72	14	22	31	50
Shewanella oneidensis	0	7	3	7	12	11	4	7	6	30	24	4	18	8	50	9	6	13	38	23	58	5	25	30
Shewanella pealeana	3	4	41	31	5	1	17	12	3	19	13	3	2	8	6	9	14	25	17	6	11	6	0	6
Shewanella piezotolerans	102	37	83	4	57	17	129	1	228	14	15	104	29	12	10	14	141	4	14	68	19	64	16	29
Shewanella psychrophila	2	3	37	10	43	72	41	5	1	2	11	10	67	29	2	2	15	1	0	169	42	49	8	7
Shewanella putrefaciens	1	11	9	4	7	8	3	5	0	0	0	1	31	1	1	1	0	2	0	10	7	2	12	0
Shewanella sediminis	7	6	33	0	13	21	17	7	2	5	15	7	4	18	6	0	30	0	10	7	3	17	15	10
Shewanella sp. ANA-3	4	3	151	4	4	3	4	0	8	2	13	46	7	0	3	0	1	2	2	3	5	19	2	19
Shewanella sp. MR-4	0	6	17	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	1
Shewanella sp. MR-7	0	0	0	0	0	4	1	0	3	0	1	1	3	18	2	0	1	0	0	4	0	0	0	1
Shewanella sp. Pdp11	0	0	0	2	1	0	3	9	2	3	1	0	3	3	2	0	0	0	0	0	0	0	1	3
Shewanella sp. W3-18-1	0	2	0	10	5	0	1	7	0	1	0	0	2	1	1	13	0	10	1	4	2	0	1	0
Shewanella sp. WE21	0	4	20	17	8	1	2	2	0	6	0	0	13	0	1	0	0	3	2	7	0	2	0	2
Shewanella violacea	1	8	38	1	1	84	5	0	1	0	15	0	1	1	4	1	1	3	4	32	7	8	2	22
Shewanella woodyi	3	6	28	4	2	0	6	0	3	0	8	3	3	1	6	2	2	1	1	5	4	2	4	1
Dichelobacter nodosus	10	26	433	12	14	17	20	1	3	26	60	20	14	25	74	0	14	5	90	10	7	29	16	6
Agarilytica rhodophyticola	4	8	42	1	13	16	42	243	4	30	7	23	3	24	35	46	6	5	13	17	55	15	9	10
Cellvibrio japonicus	12	81	36	30	32	61	22	11	34	24	28	19	41	15	67	102	31	15	59	84	46	19	69	16
Cellvibrio sp. PSBB006	13	52	22	108	26	66	17	309	13	42	20	26	116	9	66	54	31	33	18	51	28	135	112	27
Cellvibrio sp. PSBB023	3	147	73	4	5	2	13	10	19	14	102	14	15	13	36	4	6	13	21	86	38	15	67	63
Saccharophagus degradans	52	38	22	23	9	18	14	4	3	167	6	10	18	4	46	2	4	5	2	38	7	13	20	30
Simiduia agarivorans	35	190	50	12	13	60	37	20	45	17	31	9	58	16	119	24	8	49	69	124	102	32	52	112
Teredinibacter turnerae	50	9	51	5	2	16	42	2	10	4	79	30	10	3	17	4	5	8	4	11	6	30	8	51
Congregibacter litoralis	46	37	59	15	38	58	86	13	51	28	71	10	64	15	132	16	40	30	54	42	37	55	101	37
Halioglobus japonicus	115	47	35	16	64	15	113	4	38	10	45	74	49	30	41	36	46	9	65	45	35	111	7	67
Halioglobus pacificus	60	165	72	34	32	113	113	14	324	485	40	161	25	54	132	120	11	20	275	102	24	75	11	142
Microbulbifer agarilyticus	67	41	34	77	44	25	62	31	57	12	38	14	18	17	43	42	4	47	98	48	54	172	10	23
Microbulbifer aggregans	56	42	50	41	32	12	28	4	22	6	97	5	26	4	5	11	11	13	35	13	157	47	116	31
Microbulbifer sp. A4B17	19	56	77	28	38	16	23	17	4	30	35	53	41	26	49	8	71	6	56	18	40	21	44	48
